,location,total_sqft,bath,price,bhk,encoded_loc
596,Kaval Byrasandra,1020.0,2,52.0,2,133
597,Sarjapur,1185.0,2,47.0,2,193
598,Ramagondanahalli,1235.0,2,52.04,2,187
599,Banashankari,1077.0,2,37.64,2,26
600,Kengeri Satellite Town,1415.0,2,66.0,3,136
601,EPIP Zone,2330.0,3,162.0,3,73
602,Whitefield,805.0,2,35.0,2,224
603,other,425.0,1,20.03,1,230
604,Whitefield,1155.0,2,59.95,2,224
605,Anekal,656.0,2,22.0,2,17
606,other,1100.0,2,48.0,2,230
607,Mahadevpura,1150.0,2,52.0,2,156
608,Whitefield,2280.0,4,126.0,3,224
609,Hegde Nagar,1341.0,2,97.0,2,94
610,Jakkur,1279.0,2,77.0,2,110
611,Electronic City Phase II,2225.0,4,98.88,4,75
612,Thanisandra,1185.0,2,43.51,2,209
613,other,1750.0,3,85.0,3,230
614,Kudlu,1152.0,2,53.5,2,147
615,Hulimavu,1300.0,2,36.0,2,105
616,Varthur Road,2760.0,4,155.0,4,218
617,5th Phase JP Nagar,1070.0,2,39.0,2,4
618,Uttarahalli,1101.0,2,45.0,2,216
619,other,775.0,2,55.0,2,230
620,Yeshwanthpur,667.0,1,36.85,1,229
621,Electronic City,1070.0,2,55.0,2,74
622,Old Airport Road,1875.0,2,110.0,3,176
623,Kundalahalli,735.0,2,57.99,2,150
624,Koramangala,1750.0,3,130.0,3,144
625,Marathahalli,1215.0,2,67.0,2,161
626,Vishwapriya Layout,820.0,2,30.0,2,222
627,Banashankari Stage VI,1757.5,2,59.935,2,30
628,Battarahalli,1779.0,3,89.61,3,37
629,other,1105.0,2,58.0,2,230
630,other,1590.0,2,93.0,1,230
631,Whitefield,1650.0,3,60.0,3,224
632,Hosakerehalli,2376.0,3,203.0,3,102
633,Cox Town,1975.0,3,150.0,3,62
634,Kammasandra,674.0,2,33.0,2,125
635,Kaggadasapura,1185.0,2,41.0,2,118
636,Thanisandra,445.0,1,28.0,1,209
637,other,900.0,7,76.0,6,230
638,HSR Layout,1475.0,3,75.0,3,89
639,Gottigere,1618.0,3,82.5,3,82
640,Koramangala,1120.0,2,65.0,2,144
641,Marathahalli,2181.0,3,152.0,4,161
642,Vidyaranyapura,1200.0,4,90.0,4,219
643,Bannerghatta Road,1556.0,2,59.13,3,34
644,Bannerghatta Road,1179.0,2,66.02,2,34
645,Thanisandra,1296.0,2,83.0,2,209
646,Kaggadasapura,1275.0,2,52.0,2,118
647,Kathriguppe,1400.0,2,77.0,3,132
648,Gottigere,1222.0,2,63.0,2,82
649,Electronic City,940.0,2,41.0,2,74
650,Thanisandra,1185.0,2,42.6,2,209
651,Tumkur Road,1779.0,3,112.0,3,214
652,Begur Road,1615.0,3,59.76,3,39
653,JP Nagar,6624.5,2,453.0,4,109
654,Haralur Road,1056.0,2,61.0,2,90
655,7th Phase JP Nagar,1100.0,2,46.0,2,6
656,Arekere,920.0,2,40.0,2,20
657,other,1602.0,2,75.0,3,230
658,Padmanabhanagar,1176.0,2,62.0,2,178
659,HBR Layout,675.0,3,59.0,4,87
660,Kasavanhalli,1717.0,3,99.0,3,130
661,Bhoganhalli,2119.0,4,111.0,4,43
662,Vittasandra,1246.0,2,67.3,2,223
663,Anandapura,1141.0,2,42.79,2,15
664,Hennur Road,1157.0,2,84.0,2,96
665,Yelahanka New Town,650.0,1,33.0,1,227
666,Hebbal,1349.0,2,98.0,2,92
667,other,1566.0,3,83.3,3,230
668,Sahakara Nagar,2830.0,3,195.0,4,190
669,Electronic City,1320.0,2,38.13,3,74
670,other,1780.0,3,84.83,3,230
671,Varthur,1091.0,2,34.9,2,217
672,Rachenahalli,3670.0,4,300.0,4,183
673,7th Phase JP Nagar,918.0,2,50.49,2,6
674,Yeshwanthpur,1950.0,4,130.0,4,229
675,Panathur,1695.0,3,90.0,3,180
676,Yelahanka,1705.0,3,95.0,3,226
677,Kalyan nagar,1375.0,3,75.0,3,122
678,Kanakpura Road,525.0,1,30.0,1,127
679,Whitefield,1447.0,2,83.0,2,224
680,Thanisandra,1114.0,2,39.0,2,209
681,7th Phase JP Nagar,1450.0,2,100.0,3,6
682,other,460.0,1,15.0,2,230
683,other,1022.0,2,40.0,2,230
684,Hebbal,1000.0,2,45.0,2,92
685,Electronic City,1128.0,2,68.75,2,74
686,Kanakpura Road,1180.0,2,57.0,2,127
687,TC Palaya,1000.0,6,69.0,6,207
688,Kanakpura Road,1339.0,2,75.0,2,127
689,Yelachenahalli,1400.0,2,55.0,3,225
690,7th Phase JP Nagar,1040.0,2,39.52,2,6
691,Kadugodi,1198.0,2,58.0,2,117
692,other,1200.0,3,95.0,4,230
693,Sarjapur  Road,1691.0,3,113.0,3,194
694,Bisuvanahalli,1075.0,3,36.0,3,46
695,8th Phase JP Nagar,1240.0,3,43.5,3,7
696,Bannerghatta Road,1680.0,2,58.935,2,34
697,Mallasandra,1665.0,3,86.58,3,158
698,Marathahalli,2489.0,3,94.0,3,161
699,Brookefield,1142.0,2,70.0,2,51
700,Kothannur,1853.0,3,82.0,3,145
701,Kasturi Nagar,1567.0,2,92.0,2,131
702,Electronics City Phase 1,1175.0,2,51.47,2,76
703,Subramanyapura,1200.0,2,52.0,2,205
704,Kodichikkanahalli,995.0,2,41.0,2,138
705,Magadi Road,884.0,2,41.1,2,155
706,Yeshwanthpur,1170.0,2,57.0,2,229
707,KR Puram,1225.0,2,46.55,2,115
708,Electronic City,1342.0,2,73.3,2,74
709,Uttarahalli,1345.0,2,67.0,2,216
710,Kodigehaali,1320.0,3,65.0,3,139
711,other,1590.0,2,45.0,2,230
712,Raja Rajeshwari Nagar,1140.0,2,49.39,2,184
713,Battarahalli,1300.0,2,50.0,2,37
714,Hosa Road,1652.0,3,85.0,3,101
715,Thigalarapalya,2072.0,4,142.0,3,210
716,Arekere,1740.0,2,95.0,3,20
717,Electronic City,1360.0,2,71.0,3,74
718,Hosur Road,1145.0,2,60.0,3,104
719,Sarjapur  Road,1278.0,2,95.0,2,194
720,Electronic City Phase II,630.0,1,40.0,1,75
721,Kanakpura Road,1100.0,3,58.0,3,127
722,other,1200.0,3,95.0,3,230
723,Hosur Road,3300.0,5,240.0,5,104
724,Gunjur,1356.0,2,66.0,3,85
725,other,823.0,2,28.0,2,230
726,TC Palaya,1200.0,2,66.0,3,207
727,Ramamurthy Nagar,1050.0,2,37.0,2,188
728,other,1180.0,2,69.0,2,230
729,7th Phase JP Nagar,1070.0,2,42.79,2,6
730,Varthur,1385.0,2,80.0,2,217
731,Varthur,1000.0,1,70.0,1,217
732,Whitefield,1897.0,3,130.0,3,224
733,Magadi Road,1005.0,2,55.78,2,155
734,Green Glen Layout,1575.0,3,125.0,3,83
735,Subramanyapura,975.0,2,65.0,2,205
736,Hennur Road,1904.0,3,120.0,3,96
737,Kengeri Satellite Town,930.0,1,30.0,1,136
738,Electronic City Phase II,2400.0,3,150.0,2,75
739,Sarjapur  Road,2238.0,3,140.0,3,194
740,Harlur,1174.0,2,69.0,2,91
741,Thubarahalli,3800.0,4,239.0,4,211
742,Whitefield,2225.0,2,125.0,3,224
743,Jigani,918.0,2,52.0,2,113
744,Mahadevpura,1250.0,2,52.0,2,156
745,Sarjapur  Road,1800.0,3,110.0,3,194
746,Marathahalli,1170.0,2,53.0,2,161
747,Bannerghatta Road,793.0,2,45.0,2,34
748,Jakkur,1710.0,3,107.0,3,110
749,Kambipura,1082.0,2,57.5,3,123
750,other,1001.0,2,33.03,2,230
751,Yelahanka,1590.0,2,54.0,3,226
752,other,2400.0,2,80.0,3,230
753,Horamavu Banaswadi,1554.0,3,55.0,3,99
754,Konanakunte,884.0,1,58.0,2,143
755,Marathahalli,1019.0,2,49.86,2,161
756,Ambedkar Nagar,1935.0,4,130.0,3,13
757,Uttarahalli,1135.0,2,39.73,3,216
758,Kasavanhalli,1799.0,3,90.0,3,130
759,Whitefield,6151.5,2,304.0,4,224
760,Attibele,400.0,1,11.0,1,21
761,Kundalahalli,1047.0,2,82.0,2,150
762,other,1282.0,2,87.0,2,230
763,NGR Layout,1020.0,2,45.9,2,167
764,Whitefield,1495.0,2,79.5,2,224
765,Kasavanhalli,3260.0,4,240.0,4,130
766,other,1611.0,2,64.44,3,230
767,other,1500.0,2,95.0,3,230
768,Sahakara Nagar,1500.0,2,95.0,3,190
769,Yelahanka,3206.0,5,270.0,4,226
770,Uttarahalli,1540.0,3,50.0,3,216
771,Hosa Road,1639.0,3,80.0,3,101
772,Raja Rajeshwari Nagar,1303.0,2,55.79,2,184
773,Brookefield,1440.0,2,68.0,3,51
774,Seegehalli,901.0,2,35.14,2,198
775,Sarjapur,900.0,2,42.0,3,193
776,other,1060.0,2,55.0,2,230
777,NGR Layout,1020.0,2,48.45,2,167
778,Varthur,1535.0,3,65.99,3,217
779,other,530.0,1,20.0,1,230
780,other,1350.0,2,80.0,2,230
781,Sarjapur  Road,1115.0,2,50.0,2,194
782,Uttarahalli,1175.0,2,47.0,2,216
783,Whitefield,1113.0,2,62.0,2,224
784,Giri Nagar,650.0,2,42.0,2,80
785,Marathahalli,1325.0,2,71.55,2,161
786,Electronics City Phase 1,950.0,2,31.0,2,76
787,Jakkur,1396.0,2,86.51,3,110
788,Rachenahalli,1050.0,2,52.07,2,183
789,Thanisandra,1825.0,3,100.0,3,209
790,7th Phase JP Nagar,1190.0,2,49.98,2,6
791,Marathahalli,1220.0,2,56.5,2,161
792,NRI Layout,1565.0,2,75.0,3,168
793,Hennur Road,1891.0,3,109.0,3,96
794,other,900.0,2,27.0,2,230
795,Hosa Road,1161.0,2,55.15,2,101
796,Yeshwanthpur,665.0,1,36.85,1,229
797,Hoodi,1425.0,2,80.0,2,97
798,other,1200.0,3,56.12,3,230
799,Somasundara Palya,1255.0,2,67.0,2,202
800,Hegde Nagar,2112.95,4,145.0,3,94
801,Raja Rajeshwari Nagar,600.0,1,22.0,1,184
802,Haralur Road,1810.0,3,100.0,3,90
803,Indira Nagar,1200.0,2,93.0,2,108
804,Harlur,1033.0,2,49.0,2,91
805,other,1548.0,3,89.5,3,230
806,Horamavu Banaswadi,1611.0,3,66.0,3,99
807,Electronic City Phase II,1400.0,2,40.43,3,75
808,Vidyaranyapura,1485.0,2,67.0,3,219
809,Margondanahalli,2400.0,2,82.0,2,162
810,other,1025.0,2,44.5,2,230
811,other,1225.0,2,53.0,2,230
812,5th Phase JP Nagar,1256.0,2,62.8,2,4
813,Whitefield,2268.0,3,163.0,4,224
814,Kanakpura Road,1100.0,3,53.0,3,127
815,other,1141.0,2,62.0,2,230
816,Attibele,400.0,1,12.0,1,21
817,Chandapura,1400.0,2,60.0,2,55
818,other,1590.0,1,110.0,1,230
819,other,1175.0,2,48.27,2,230
820,Sahakara Nagar,1100.0,2,56.0,2,190
821,Kanakpura Road,1843.0,3,95.84,3,127
822,Horamavu Banaswadi,1460.0,2,80.5,2,99
823,Rachenahalli,1530.0,2,74.5,3,183
824,HSR Layout,1467.0,2,55.0,2,89
825,other,950.0,1,40.0,1,230
826,Vittasandra,1246.0,2,64.5,2,223
827,Kanakapura,711.0,1,38.0,1,126
828,Haralur Road,1194.0,2,46.0,2,90
829,Babusapalaya,1358.0,2,43.4,3,24
830,Nagasandra,1500.0,5,130.0,6,170
831,Hoodi,1420.0,2,75.0,2,97
832,Kathriguppe,1250.0,2,68.75,3,132
833,Akshaya Nagar,1280.0,2,58.0,2,11
834,other,1209.0,2,50.0,2,230
835,other,4200.0,5,225.0,5,230
836,Panathur,1315.0,2,54.8,3,180
837,other,1800.0,3,90.0,3,230
838,other,1600.0,4,125.0,5,230
839,TC Palaya,1600.0,2,65.0,3,207
840,other,1563.0,3,52.0,3,230
841,Whitefield,1560.0,2,72.0,3,224
842,Brookefield,2169.0,4,115.0,3,51
843,Rachenahalli,1050.0,2,55.5,2,183
844,Iblur Village,3235.0,3,235.0,3,107
845,TC Palaya,1200.0,3,66.0,3,207
846,HSR Layout,1140.0,2,46.0,2,89
847,Horamavu Agara,1560.0,3,75.0,3,98
848,JP Nagar,1100.0,2,70.0,2,109
849,Kasavanhalli,1260.0,2,40.32,3,130
850,Hebbal,1036.0,2,50.0,2,92
851,Akshaya Nagar,1662.0,3,85.1,3,11
852,Yelachenahalli,1464.0,2,105.0,3,225
853,Yelahanka,1234.0,2,80.0,2,226
854,Sarjapur  Road,1403.0,3,55.0,3,194
855,other,915.0,4,54.9,4,230
856,Seegehalli,1150.0,2,42.9,3,198
857,Kanakapura,929.0,2,46.0,2,126
858,TC Palaya,1350.0,2,75.0,3,207
859,other,1135.0,2,39.73,2,230
860,other,1405.0,2,70.0,2,230
861,Whitefield,1200.0,2,45.84,2,224
862,Haralur Road,2805.0,4,154.0,4,90
863,Yeshwanthpur,1161.0,2,64.08,2,229
864,Kanakpura Road,1290.0,2,74.0,2,127
865,Yeshwanthpur,2557.0,3,141.0,3,229
866,other,1480.0,3,90.0,3,230
867,Old Madras Road,1350.0,3,54.54,3,177
868,Kadugodi,1580.0,2,65.0,3,117
869,Banashankari,1470.0,2,88.64,3,26
870,Ananth Nagar,500.0,1,14.0,1,16
871,Sarjapur  Road,1346.0,2,61.92,2,194
872,other,1600.0,3,90.0,3,230
873,other,1200.0,2,35.0,2,230
874,Channasandra,1340.0,2,48.33,3,56
875,Jigani,918.0,2,48.0,2,113
876,other,1500.0,3,115.0,3,230
877,Yelahanka,1315.0,2,85.0,2,226
878,Uttarahalli,1390.0,2,62.55,3,216
879,Uttarahalli,1330.0,2,56.0,3,216
880,Jalahalli,3100.0,4,265.0,5,111
881,other,1824.0,3,125.0,3,230
882,7th Phase JP Nagar,1420.0,2,96.0,3,6
883,other,750.0,1,56.25,1,230
884,Jalahalli East,1260.0,2,60.0,3,112
885,Hennur Road,1561.0,3,95.0,3,96
886,other,1060.0,2,42.0,2,230
887,Haralur Road,1225.0,2,67.38,2,90
888,Thanisandra,2144.0,3,135.0,3,209
889,Electronic City,880.0,2,29.0,2,74
890,Hoodi,1639.0,3,110.0,3,97
891,Thanisandra,1240.0,2,62.0,3,209
892,Kanakpura Road,1500.0,2,69.0,2,127
893,Haralur Road,1243.0,2,46.0,2,90
894,Marathahalli,1575.0,3,78.0,3,161
895,Kambipura,1082.0,2,56.0,3,123
896,Konanakunte,1637.0,3,73.0,3,143
897,Kanakpura Road,1665.0,3,86.58,3,127
898,Electronic City,1265.0,2,56.93,2,74
899,Electronic City,1691.0,2,102.0,3,74
900,Thanisandra,1100.0,2,38.0,2,209
901,other,1500.0,3,62.0,3,230
902,Choodasandra,1115.0,2,50.0,2,60
903,Mysore Road,1070.0,2,45.0,2,166
904,Budigere,1162.0,2,57.0,2,52
905,other,1339.0,2,55.0,2,230
906,Mahadevpura,1192.0,2,75.0,2,156
907,Haralur Road,1920.0,3,115.0,3,90
908,Hennur,1255.0,2,52.32,2,95
909,Rajaji Nagar,1357.0,2,115.0,2,185
910,other,1600.0,3,75.0,3,230
911,other,1225.0,2,55.11,2,230
912,Whitefield,2400.0,4,200.0,4,224
913,Kasturi Nagar,1570.0,3,80.0,3,131
914,Thanisandra,1093.0,2,70.0,2,209
915,Basaveshwara Nagar,1865.0,3,145.0,3,36
916,Kaikondrahalli,1039.0,2,80.0,2,120
917,Whitefield,1985.0,3,75.0,3,224
918,Hosakerehalli,1590.0,3,49.0,3,102
919,Electronic City Phase II,775.0,2,38.0,2,75
920,other,1000.0,2,50.0,2,230
921,Bommasandra,1035.0,2,41.0,2,48
922,Dasarahalli,1520.0,2,75.0,3,64
923,Whitefield,1360.0,2,95.0,2,224
924,other,6000.0,5,400.0,4,230
925,Kodigehaali,1117.0,2,56.0,2,139
926,EPIP Zone,1330.0,2,92.5,2,73
927,Marathahalli,1937.0,3,160.0,3,161
928,Electronic City,1128.0,2,65.49,2,74
929,Neeladri Nagar,1053.0,2,45.0,2,173
930,Panathur,1198.0,2,77.0,2,180
931,Marathahalli,1152.0,2,56.0,2,161
932,Frazer Town,1625.0,2,75.0,2,77
933,Kundalahalli,1397.0,3,105.0,3,150
934,Kaggalipura,700.0,1,38.0,1,119
935,Yelahanka,1170.0,2,62.5,2,226
936,Kanakpura Road,1200.0,2,42.0,3,127
937,other,2400.0,3,170.0,3,230
938,other,1480.0,2,65.0,2,230
939,Akshaya Nagar,1897.0,3,120.0,3,11
940,Rachenahalli,996.0,2,67.0,2,183
941,Haralur Road,1875.0,3,110.0,3,90
942,other,1500.0,2,98.0,3,230
943,Yelahanka,2172.5,3,65.255,3,226
944,Yelahanka,697.0,1,45.0,1,226
945,Sarjapur  Road,710.0,1,27.0,1,194
946,other,910.0,2,30.5,2,230
947,Sompura,1025.0,2,48.0,3,203
948,Magadi Road,1442.0,2,46.5,2,155
949,Horamavu Agara,1453.0,2,46.48,3,98
950,Bellandur,1281.0,2,74.0,2,40
951,Cooke Town,565.0,1,35.0,1,61
952,Varthur,1024.0,2,42.0,2,217
953,Electronic City,1620.0,3,62.0,3,74
954,Whitefield,1254.0,2,40.0,2,224
955,Banashankari,1300.0,2,75.0,3,26
956,Doddakallasandra,1233.0,2,43.0,2,69
957,Hosur Road,1510.0,2,105.0,3,104
958,Kaggalipura,950.0,2,65.0,2,119
959,Battarahalli,1945.0,3,97.42,3,37
960,Uttarahalli,1008.0,2,45.0,2,216
961,Thanisandra,1265.0,2,79.0,3,209
962,Hebbal,1255.0,2,77.68,3,92
963,Kanakpura Road,2689.0,6,220.0,4,127
964,Yelenahalli,1200.0,2,46.17,2,228
965,Sarjapur  Road,1403.0,3,51.63,3,194
966,Kudlu Gate,1535.0,3,85.0,3,148
967,other,1500.0,3,100.0,3,230
968,Chamrajpet,1475.0,2,120.0,3,54
969,Uttarahalli,1390.0,2,60.47,3,216
970,Raja Rajeshwari Nagar,1278.0,2,53.76,3,184
971,other,1133.0,2,55.0,2,230
972,other,2900.0,5,90.0,5,230
973,Kogilu,1170.0,2,51.99,2,142
974,Whitefield,1697.0,3,94.79,3,224
975,Thanisandra,1651.0,3,97.38,3,209
976,Hennur Road,1192.0,2,60.0,3,96
977,OMBR Layout,1078.0,2,65.0,2,175
978,Kasavanhalli,1349.0,2,78.0,2,130
979,7th Phase JP Nagar,1680.0,3,120.0,3,6
980,Rayasandra,1314.0,2,63.0,3,189
981,Garudachar Palya,1060.0,2,48.7,2,79
982,Kalyan nagar,820.0,2,39.0,2,122
983,Whitefield,5000.0,4,400.0,4,224
984,other,2000.0,3,85.0,3,230
985,other,856.0,2,40.0,2,230
986,Rajaji Nagar,1621.0,4,130.0,3,185
987,other,1200.0,3,68.4,3,230
988,Bannerghatta Road,1484.0,3,52.5,3,34
989,other,14000.0,3,800.0,4,230
990,Yelahanka New Town,500.0,1,20.0,1,227
991,other,485.0,1,15.0,1,230
992,7th Phase JP Nagar,1050.0,2,42.0,2,6
993,Uttarahalli,1617.0,3,66.68,3,216
994,Electronic City,550.0,1,16.0,2,74
995,other,1384.0,3,62.28,3,230
996,Devanahalli,1408.0,2,85.0,2,65
997,Uttarahalli,1150.0,2,49.0,2,216
998,Akshaya Nagar,1410.0,2,75.0,3,11
999,Kaggadasapura,2150.0,4,100.0,4,118
1000,other,1508.0,3,70.25,3,230
1001,Ramamurthy Nagar,1040.0,2,50.0,2,188
1002,TC Palaya,1240.0,2,60.0,2,207
1003,Kudlu Gate,1535.0,3,78.0,3,148
1004,Lakshminarayana Pura,1180.0,2,75.0,2,153
1005,Abbigere,2200.0,6,68.0,6,10
1006,Bannerghatta Road,1400.0,2,78.0,2,34
1007,Raja Rajeshwari Nagar,500.0,1,25.0,1,184
1008,Sarjapur  Road,1984.0,4,146.0,3,194
1009,Whitefield,3000.0,5,250.0,4,224
1010,Garudachar Palya,1960.0,3,160.0,3,79
1011,Sarjapur  Road,1035.0,2,45.0,2,194
1012,other,2150.0,4,80.0,4,230
1013,Whitefield,1700.0,3,115.0,3,224
1014,Hosakerehalli,3024.0,5,248.0,4,102
1015,Tumkur Road,1586.0,3,100.0,3,214
1016,Hennur,2264.0,2,155.0,3,95
1017,Chikka Tirupathi,2325.0,4,120.0,4,57
1018,Yelahanka,1120.0,2,55.0,2,226
1019,Yelahanka,2382.0,2,67.98,3,226
1020,Sarjapur  Road,1128.0,2,59.0,2,194
1021,Jigani,924.0,2,65.0,2,113
1022,other,1600.0,3,52.0,3,230
1023,Pai Layout,1006.0,2,35.0,2,179
1024,Amruthahalli,1200.0,2,55.0,2,14
1025,other,1250.0,2,62.0,2,230
1026,Kannamangala,957.0,2,56.0,2,128
1027,Whitefield,1140.0,2,41.0,2,224
1028,other,1050.0,2,67.0,2,230
1029,Kasturi Nagar,1565.0,3,88.5,3,131
1030,Whitefield,1190.0,2,57.0,2,224
1031,Whitefield,2842.0,3,162.0,3,224
1032,Kanakpura Road,1558.67,2,65.0,3,127
1033,Electronics City Phase 1,630.0,1,39.0,1,76
1034,Whitefield,1403.0,2,60.81,3,224
1035,Kanakpura Road,1542.0,2,85.0,3,127
1036,Haralur Road,2750.0,4,220.0,4,90
1037,Iblur Village,3596.0,5,290.0,4,107
1038,Kengeri Satellite Town,1635.0,2,78.0,3,136
1039,Mysore Road,1239.0,2,53.0,2,166
1040,other,1596.0,3,105.0,3,230
1041,Channasandra,1009.0,2,38.34,2,56
1042,Hosa Road,1726.0,3,81.99,3,101
1043,Kudlu Gate,1535.0,3,86.0,3,148
1044,Banashankari Stage V,1300.0,2,58.5,3,29
1045,other,1800.0,3,80.0,3,230
1046,Binny Pete,665.0,1,50.75,1,45
1047,TC Palaya,1500.0,2,100.0,3,207
1048,other,925.0,2,48.0,2,230
1049,Old Airport Road,3356.0,4,251.0,4,176
1050,other,1395.0,2,63.59,2,230
1051,Sonnenahalli,1415.0,2,55.0,3,204
1052,Begur,1419.0,2,59.0,3,38
1053,Kasavanhalli,1121.0,2,78.0,2,130
1054,Kambipura,1082.0,2,45.0,3,123
1055,KR Puram,1100.0,2,47.0,2,115
1056,Hoodi,1606.0,3,89.55,3,97
1057,Billekahalli,1650.0,3,88.0,3,44
1058,Old Airport Road,1206.0,2,75.0,2,176
1059,Sarjapur  Road,1495.0,2,64.0,3,194
1060,Balagere,1210.0,2,72.0,2,25
1061,Nagarbhavi,1523.0,2,53.4,3,169
1062,Whitefield,1232.0,2,45.0,2,224
1063,Rachenahalli,680.0,1,44.0,1,183
1064,Hebbal,1355.0,3,83.87,3,92
1065,Thanisandra,1430.0,2,51.46,3,209
1066,Kothannur,1275.0,2,43.85,3,145
1067,Electronic City,1070.0,2,56.1,2,74
1068,other,1200.0,3,85.0,3,230
1069,Electronic City,2000.0,4,120.0,4,74
1070,Bommanahalli,1200.0,2,40.0,2,47
1071,Marathahalli,1610.0,3,90.0,3,161
1072,Haralur Road,1140.0,2,43.0,2,90
1073,Raja Rajeshwari Nagar,1143.0,2,38.65,2,184
1074,Jakkur,3467.86,6,249.0,4,110
1075,Rachenahalli,1530.0,2,74.4,3,183
1076,7th Phase JP Nagar,980.0,2,69.0,2,6
1077,Whitefield,1485.0,3,65.0,3,224
1078,Whitefield,1500.0,3,130.0,3,224
1079,Thanisandra,1265.0,2,85.0,2,209
1080,other,1132.0,2,67.0,2,230
1081,other,1262.0,2,63.0,2,230
1082,JP Nagar,940.0,2,49.0,2,109
1083,other,1515.0,3,88.0,3,230
1084,Kothanur,1840.0,3,69.0,3,146
1085,Electronic City,890.0,2,45.0,2,74
1086,other,1655.0,3,86.06,3,230
1087,Hennur Road,2060.0,3,149.0,3,96
1088,Bommanahalli,1730.0,3,96.0,3,47
1089,Yelahanka,2195.0,4,127.0,3,226
1090,Kathriguppe,1650.0,3,125.0,3,132
1091,KR Puram,1200.0,2,71.0,2,115
1092,Hosa Road,1079.0,2,32.37,2,101
1093,Panathur,1085.0,2,36.0,2,180
1094,Yelahanka,1075.0,2,51.5,2,226
1095,other,1380.0,2,80.0,2,230
1096,other,1450.0,3,65.0,3,230
1097,Thubarahalli,1200.0,2,78.0,2,211
1098,Hoodi,1639.0,3,98.32,3,97
1099,other,1200.0,2,54.0,2,230
1100,Vijayanagar,1739.0,3,116.0,3,220
1101,Old Madras Road,935.0,2,32.72,2,177
1102,other,1178.0,2,47.0,2,230
1103,Chikkalasandra,1375.0,2,50.0,3,59
1104,Chandapura,1065.0,2,33.0,3,55
1105,other,1450.0,2,50.75,3,230
1106,other,999.0,2,45.0,2,230
1107,Kothannur,1100.0,2,40.0,2,145
1108,Koramangala,1835.0,2,155.0,3,144
1109,Hoodi,2090.0,4,95.1,4,97
1110,Lingadheeranahalli,1519.0,3,93.0,3,154
1111,Dommasandra,1267.0,3,56.0,3,72
1112,Sanjay nagar,1150.0,2,72.2,2,191
1113,Marathahalli,1146.0,2,70.0,2,161
1114,Kannamangala,1550.0,3,65.0,3,128
1115,other,2200.0,3,187.0,3,230
1116,Electronics City Phase 1,785.0,1,55.0,1,76
1117,Raja Rajeshwari Nagar,1610.0,3,74.0,3,184
1118,Bellandur,921.0,2,40.0,2,40
1119,Bannerghatta Road,2700.0,5,158.0,5,34
1120,Sarjapur  Road,1700.0,3,110.0,3,194
1121,Sarjapur,1020.0,2,35.0,2,193
1122,Billekahalli,1090.0,2,52.0,2,44
1123,other,3600.0,4,300.0,4,230
1124,Thanisandra,1185.0,2,42.1,2,209
1125,Doddathoguru,850.0,2,25.0,2,70
1126,Harlur,1197.0,2,84.0,2,91
1127,other,920.0,2,39.55,2,230
1128,Raja Rajeshwari Nagar,1105.0,2,65.0,2,184
1129,Yeshwanthpur,1850.0,3,100.0,3,229
1130,Judicial Layout,1300.0,3,64.0,3,114
1131,other,1595.0,3,76.0,3,230
1132,Horamavu Agara,755.0,2,37.49,2,98
1133,Nagasandra,4050.0,5,140.0,5,170
1134,Kanakpura Road,1300.0,2,69.0,3,127
1135,Bannerghatta Road,1215.0,2,50.0,2,34
1136,Kanakpura Road,900.0,2,46.0,2,127
1137,Banashankari Stage III,1145.0,2,58.4,2,28
1138,other,1093.0,2,65.0,2,230
1139,Babusapalaya,1213.0,2,41.39,3,24
1140,Bannerghatta Road,1654.0,3,100.0,3,34
1141,NGR Layout,1105.0,2,52.48,2,167
1142,Babusapalaya,1611.0,2,66.0,3,24
1143,other,1367.0,2,62.0,2,230
1144,Devanahalli,1010.0,2,51.0,2,65
1145,other,1535.0,3,95.0,3,230
1146,Anekal,620.0,2,22.0,2,17
1147,Horamavu Agara,982.0,2,47.65,2,98
1148,Banashankari Stage II,1700.0,2,150.0,2,27
1149,Whitefield,1330.0,2,71.0,2,224
1150,JP Nagar,2500.0,3,135.0,3,109
1151,other,1475.0,2,58.99,3,230
1152,Bhoganhalli,1410.0,3,65.0,3,43
1153,Yelahanka New Town,440.0,1,16.5,1,227
1154,Yelahanka,1614.0,3,95.0,3,226
1155,Neeladri Nagar,1363.0,2,68.0,2,173
1156,Kogilu,650.0,2,28.0,2,142
1157,other,1015.0,2,45.0,2,230
1158,Horamavu Banaswadi,1156.0,2,46.0,2,99
1159,other,1100.0,2,62.7,2,230
1160,KR Puram,1455.0,3,46.0,3,115
1161,other,930.0,2,45.0,2,230
1162,other,1650.0,2,80.0,3,230
1163,KR Puram,1200.0,2,90.0,2,115
1164,Karuna Nagar,2900.0,3,135.0,4,129
1165,Kadugodi,1890.0,4,127.0,3,117
1166,other,1240.0,2,46.0,3,230
1167,HRBR Layout,1440.0,2,98.0,2,88
1168,Kodichikkanahalli,650.0,1,38.0,1,138
1169,Budigere,764.0,1,32.0,1,52
1170,Hoodi,1445.0,3,65.0,3,97
1171,Kanakpura Road,900.0,1,45.0,2,127
1172,Singasandra,1030.0,2,55.0,2,201
1173,Yelahanka,1381.0,2,52.48,3,226
1174,other,1100.0,2,60.0,2,230
1175,Hoodi,1575.0,3,66.39,3,97
1176,Thigalarapalya,1200.0,2,65.0,2,210
